C:\Users\jdude\.conda\envs\cs523_code\python.exe C:/Users/jdude/PycharmProjects/CS523FinalProject/Messaging/MultProgMessaging.py
Hello 15000, this is 13516.
Hello 15000, this is 10180.
Hello 15000, this is 7208.
Hello 15000, this is 16644.
Hello 15000, this is 10344.
Done
         4409 function calls (4273 primitive calls) in 0.091 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 process.py:326(__reduce__)
       10    0.000    0.000    0.000    0.000 process.py:36(current_process)
        5    0.000    0.000    0.000    0.000 process.py:53(_cleanup)
        5    0.000    0.000    0.000    0.000 process.py:72(__init__)
       10    0.000    0.000    0.000    0.000 process.py:85(<genexpr>)
       10    0.000    0.000    0.000    0.000 process.py:90(_check_closed)
       10    0.000    0.000    0.000    0.000 reduction.py:38(__init__)
       10    0.000    0.000    0.001    0.000 reduction.py:58(dump)
        1    0.000    0.000    0.000    0.000 runpy.py:160(_Error)
        1    0.000    0.000    0.000    0.000 runpy.py:23(_TempModule)
        1    0.000    0.000    0.000    0.000 runpy.py:46(_ModifiedArgv0)
        1    0.000    0.000    0.006    0.006 runpy.py:8(<module>)
        1    0.000    0.000    0.009    0.009 spawn.py:11(<module>)
        5    0.000    0.000    0.000    0.000 spawn.py:121(_check_not_importing_main)
        5    0.000    0.000    0.000    0.000 spawn.py:139(get_preparation_data)
        5    0.000    0.000    0.000    0.000 spawn.py:45(get_executable)
        5    0.000    0.000    0.000    0.000 spawn.py:78(get_command_line)
       15    0.000    0.000    0.000    0.000 spawn.py:87(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:199(Handle)
        5    0.000    0.000    0.000    0.000 subprocess.py:262(_optim_args_from_interpreter_flags)
        5    0.000    0.000    0.000    0.000 subprocess.py:272(_args_from_interpreter_flags)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        5    0.000    0.000    0.000    0.000 util.py:186(__init__)
        5    0.000    0.000    0.000    0.000 util.py:205(__call__)
        1    0.000    0.000    0.000    0.000 util.py:219(_LazyModule)
        1    0.000    0.000    0.000    0.000 util.py:266(LazyLoader)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        5    0.000    0.000    0.000    0.000 util.py:44(sub_debug)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:200(_OptionError)
        1    0.000    0.000    0.000    0.000 warnings.py:205(_processoptions)
        1    0.000    0.000    0.000    0.000 warnings.py:410(WarningMessage)
        1    0.000    0.000    0.000    0.000 warnings.py:432(catch_warnings)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:324(KeyedRef)
        1    0.000    0.000    0.000    0.000 weakref.py:345(WeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:36(WeakMethod)
        2    0.000    0.000    0.000    0.000 weakref.py:476(popitem)
        1    0.000    0.000    0.000    0.000 weakref.py:502(finalize)
        1    0.000    0.000    0.000    0.000 weakref.py:527(_Info)
        1    0.000    0.000    0.000    0.000 weakref.py:6(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:90(WeakValueDictionary)
       25    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFE362B7B30}
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       13    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       71    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        9    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       71    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       30    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       30    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       10    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        5    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        5    0.006    0.001    0.006    0.001 {built-in method _winapi.CreateProcess}
        5    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
       15    0.071    0.005    0.071    0.005 {built-in method _winapi.WaitForSingleObject}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
    52/51    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
      4/1    0.000    0.000    0.010    0.010 {built-in method builtins.__import__}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     15/1    0.000    0.000    0.091    0.091 {built-in method builtins.exec}
      188    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      148    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       88    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       93    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       39    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.000    0.000 {built-in method io.open}
       13    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
        5    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
       59    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        5    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       35    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       63    0.002    0.000    0.002    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       21    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       15    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       10    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       10    0.001    0.000    0.001    0.000 {method 'dump' of '_pickle.Pickler' objects}
       15    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      218    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       13    0.002    0.000    0.002    0.000 {method 'read' of '_io.FileIO' objects}
       19    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      142    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      368    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}



Process finished with exit code 0
